name,rating,price,type,color,power supply,side panel,"external 5.25"" bays","internal 3.5"" bays",link
Thermaltake Core P3 ATX Mid Tower Case,4.4,$134.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07BFGB8Z6?tag=bgfg-pc-builder-us-20
Jonsbo TK-2 2.0 ATX Mid Tower Case,,$166.00,ATX Mid Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Jonsbo+TK-2+2.0+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Antec CX600M RGB MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Antec+CX600M+RGB+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix NOVA MESH SE TG ATX Mid Tower Case,,$59.90,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B09SHKYT37?tag=bgfg-pc-builder-us-20
Silverstone SUGO 14 Mini ITX Desktop Case,,$379.00,Mini ITX Desktop,Black / Yellow,None,None,1,N/A,https://www.amazon.com/dp/B08HQ5WWX2?tag=bgfg-pc-builder-us-20
Cooler Master MasterBox MB400L MicroATX Mini Tower Case,5.0,$179.36,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08GLBRCVJ?tag=bgfg-pc-builder-us-20
Corsair Carbide Series SPEC-05 ATX Mid Tower Case,3.7,$219.00,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/dp/B07BH23K53?tag=bgfg-pc-builder-us-20
Corsair Carbide Series 275R ATX Mid Tower Case,4.4,$66.91,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B079JV8ZB9?tag=bgfg-pc-builder-us-20
Thermaltake The Tower 100 Mini ITX Tower Case,,$115.77,Mini ITX Tower,Green / Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B099ZF1HQW?tag=bgfg-pc-builder-us-20
Thermaltake Level 20 RS ARGB ATX Mid Tower Case,4.0,$173.97,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B0837KQFCN?tag=bgfg-pc-builder-us-20
APNX Creator C1 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=APNX+Creator+C1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Phanteks Eclipse P600S ATX Mid Tower Case,5.0,$189.99,ATX Mid Tower,Gray / Black,None,Tinted Tempered Glass,N/A,4,https://www.amazon.com/dp/B07N1MBZ1W?tag=bgfg-pc-builder-us-20
be quiet! Silent Base 601 ATX Mid Tower Case,,$170.52,ATX Mid Tower,Black,None,None,N/A,3,https://www.amazon.com/dp/B07GT4G988?tag=bgfg-pc-builder-us-20
Gigabyte C301 GLASS ATX Mid Tower Case,4.0,$89.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0BXMWXK3N?tag=bgfg-pc-builder-us-20
Fractal Design Define Mini C MicroATX Mid Tower Case,4.9,$97.99,MicroATX Mid Tower,Black,None,None,N/A,2,https://www.amazon.com/dp/B01N05CPU8?tag=bgfg-pc-builder-us-20
Cooler Master HAF 912 ATX Mid Tower Case,4.6,,ATX Mid Tower,Black,None,None,4,6,https://www.amazon.com/s?k=Cooler+Master+HAF+912+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GAMDIAS TALOS E3 MESH ELITE ATX Mid Tower Case,,$69.98,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0CQLFL7T6?tag=bgfg-pc-builder-us-20
Cougar MX360 RGB ATX Mid Tower Case,,$139.90,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0BVGV3SJW?tag=bgfg-pc-builder-us-20
SSUPD Meshlicious Mini ITX Tower Case,4.9,,Mini ITX Tower,Black,None,Mesh,N/A,N/A,https://www.amazon.com/s?k=SSUPD+Meshlicious+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar MX330-G Pro ATX Mid Tower Case,3.0,$79.37,ATX Mid Tower,Black,None,Tempered Glass,1,2,https://www.amazon.com/dp/B0CBN82CWS?tag=bgfg-pc-builder-us-20
Fractal Design Meshify 2 ATX Mid Tower Case,4.9,$179.00,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,6,https://www.amazon.com/dp/B0822ZBCD8?tag=bgfg-pc-builder-us-20
Tecware Forge M ARGB MicroATX Mini Tower Case,5.0,,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Tecware+Forge+M+ARGB+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Pure Base 500 ATX Mid Tower Case,4.0,$105.63,ATX Mid Tower,White,None,None,N/A,2,https://www.amazon.com/dp/B07TSG8G2H?tag=bgfg-pc-builder-us-20
MagniumGear Neo Air 2 ATX Mid Tower Case,,$69.99,ATX Mid Tower,Black / Brown,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=MagniumGear+Neo+Air+2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK Rocket Heavy Vented Mini ITX Desktop Case,,,Mini ITX Desktop,Black,None,Mesh,N/A,1,https://www.amazon.com/s?k=KOLINK+Rocket+Heavy+Vented+Mini+ITX+Desktop+Case&tag=bgfg-pc-builder-us-20
BGears b-Vortex-RGB ATX Mid Tower Case,,$52.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=BGears+b-Vortex-RGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Carbide Series 175R RGB ATX Mid Tower Case,4.1,$74.98,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07PF1TBZF?tag=bgfg-pc-builder-us-20
AQIRYS Sargas ATX Mid Tower Case,,,ATX Mid Tower,Black / Blue,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=AQIRYS+Sargas+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Phanteks Enthoo 719 ATX Full Tower Case,4.0,$229.99,ATX Full Tower,Black,None,Tempered Glass,N/A,4,https://www.amazon.com/dp/B07TVFHTDW?tag=bgfg-pc-builder-us-20
Thermaltake View 51 ARGB Edition ATX Full Tower Case,4.0,$197.99,ATX Full Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08451HFPR?tag=bgfg-pc-builder-us-20
GAMDIAS NESO P1 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black / White,None,Tempered Glass,N/A,5,https://www.amazon.com/s?k=GAMDIAS+NESO+P1+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Carbide Series 110R ATX Mid Tower Case,3.8,$70.19,ATX Mid Tower,Black,None,Tempered Glass,1,2,https://www.amazon.com/dp/B07VMB5YRM?tag=bgfg-pc-builder-us-20
KOLINK Rocket V2 Mini ITX Tower Case,,,Mini ITX Tower,Silver,None,Mesh,N/A,N/A,https://www.amazon.com/s?k=KOLINK+Rocket+V2+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Light Base 900 DX ATX Full Tower Case,,$189.90,ATX Full Tower,White,None,Tempered Glass,N/A,1,https://www.amazon.com/dp/B0DGSN3F7N?tag=bgfg-pc-builder-us-20
MSI MAG FORGE 320R AIRFLOW ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=MSI+MAG+FORGE+320R+AIRFLOW+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Silencio S400 MicroATX Mini Tower Case,4.4,$104.39,MicroATX Mini Tower,Black,None,None,1,4,https://www.amazon.com/dp/B07STP8MYP?tag=bgfg-pc-builder-us-20
Cooler Master MasterBox TD500 Mesh White w/ Controller ATX Mid Tower Case,4.5,$129.99,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08412JPCH?tag=bgfg-pc-builder-us-20
NZXT H440 ATX Mid Tower Case,4.8,,ATX Mid Tower,Black / White,None,Acrylic,N/A,8,https://www.amazon.com/s?k=NZXT+H440+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair 5000D ATX Mid Tower Case,4.2,$164.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08M49W6NX?tag=bgfg-pc-builder-us-20
Jonsbo N2 Mini ITX Desktop Case,,$140.00,Mini ITX Desktop,White,None,None,N/A,5,https://www.amazon.com/s?k=Jonsbo+N2+Mini+ITX+Desktop+Case&tag=bgfg-pc-builder-us-20
Lian Li LANCOOL II-W ATX Mid Tower Case,4.8,$162.99,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B081TLLMXD?tag=bgfg-pc-builder-us-20
Thermaltake The Tower 100 Snow Mini ITX Tower Case,,$104.99,Mini ITX Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08SQBKTLK?tag=bgfg-pc-builder-us-20
Silverstone RM42-502 ATX Mid Tower Case,4.5,$324.83,ATX Mid Tower,Black,None,None,2,N/A,https://www.amazon.com/dp/B08DK8398B?tag=bgfg-pc-builder-us-20
Thermaltake CTE E550 ATX Mid Tower Case,5.0,$149.99,ATX Mid Tower,Orange,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B0DC5SQSWF?tag=bgfg-pc-builder-us-20
Montech KING 95 PRO ATX Mid Tower Case,,$169.00,ATX Mid Tower,Red / Black,None,Tempered Glass,N/A,5,https://www.amazon.com/dp/B0CN94ZNHM?tag=bgfg-pc-builder-us-20
Cooler Master HAF 500 ATX Mid Tower Case,4.0,$160.37,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B09J5CRF7S?tag=bgfg-pc-builder-us-20
ADATA XPG Battlecruiser ATX Mid Tower Case,,$187.72,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07ZNR16G1?tag=bgfg-pc-builder-us-20
Phanteks Eclipse P400A Digital ATX Mid Tower Case,4.6,$119.98,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07TTDW37F?tag=bgfg-pc-builder-us-20
Jonsbo D41 Mesh Screen ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Jonsbo+D41+Mesh+Screen+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Montech X1 ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Montech+X1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK Unity Lateral ARGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=KOLINK+Unity+Lateral+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone SG13 V2 Mini ITX Tower Case,4.0,$64.98,Mini ITX Tower,Black,None,None,N/A,1,https://www.amazon.com/dp/B07MNC3JCB?tag=bgfg-pc-builder-us-20
Fractal Design Meshify 2 Nano Mini ITX Tower Case,5.0,$123.05,Mini ITX Tower,White,None,Tempered Glass,N/A,1,https://www.amazon.com/dp/B09ZY98JSL?tag=bgfg-pc-builder-us-20
MSI MPG GUNGNIR 300R AIRFLOW ATX Mid Tower Case,,$161.99,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=MSI+MPG+GUNGNIR+300R+AIRFLOW+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK Observatory HF Glass ARGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=KOLINK+Observatory+HF+Glass+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman Z1 Iceberg MicroATX Mid Tower Case,4.0,,MicroATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Zalman+Z1+Iceberg+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Vetroo AL800 ATX Mid Tower Case,,,ATX Mid Tower,Green,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Vetroo+AL800+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Torrent ATX Mid Tower Case,5.0,$234.99,ATX Mid Tower,Gray,None,Tinted Tempered Glass,N/A,2,https://www.amazon.com/dp/B08698DZ25?tag=bgfg-pc-builder-us-20
Thermaltake Divider 170 TG ARGB MicroATX Mid Tower Case,,$79.98,MicroATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0B8X433RM?tag=bgfg-pc-builder-us-20
Aerocool Shard ATX Mid Tower Case,4.0,$182.70,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/dp/B07KQXG3S7?tag=bgfg-pc-builder-us-20
Thermaltake The Tower 500 ATX Mid Tower Case,,$189.98,ATX Mid Tower,Black,None,Tempered Glass,N/A,8,https://www.amazon.com/dp/B0B2KV8L9R?tag=bgfg-pc-builder-us-20
Deepcool CH360 MicroATX Mid Tower Case,,$84.99,MicroATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0CTJJY7NY?tag=bgfg-pc-builder-us-20
SSUPD Meshroom S V2 w/PCIe 4.0 Riser MicroATX Mini Tower Case,,,MicroATX Mini Tower,White,None,Mesh,N/A,2,https://www.amazon.com/s?k=SSUPD+Meshroom+S+V2+w%2FPCIe+4.0+Riser+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Force 500 ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,None,2,7,https://www.amazon.com/s?k=Cooler+Master+Force+500+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master N300 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,7,https://www.amazon.com/s?k=Cooler+Master+N300+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake The Tower 500 ATX Mid Tower Case,,$189.98,ATX Mid Tower,White,None,Tempered Glass,N/A,8,https://www.amazon.com/dp/B0B2KVJNKT?tag=bgfg-pc-builder-us-20
Thermaltake View 200 TG ARGB ATX Mid Tower Case,,$69.98,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0BHH3BS49?tag=bgfg-pc-builder-us-20
Antec P20C ATX Mid Tower Case,,$119.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0BRVJPPLM?tag=bgfg-pc-builder-us-20
Lian Li TU150 Mini ITX Desktop Case,5.0,$118.14,Mini ITX Desktop,Black,None,None,N/A,1,https://www.amazon.com/dp/B083FSNFNQ?tag=bgfg-pc-builder-us-20
Antec Dark League DF800 FLUX ATX Mid Tower Case,,$119.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,N/A,https://www.amazon.com/dp/B09RJMD6JG?tag=bgfg-pc-builder-us-20
Antec Performance 1 SILENT ATX Full Tower Case,,$144.99,ATX Full Tower,Black / Silver,None,None,N/A,2,https://www.amazon.com/dp/B0CQ7SGCYB?tag=bgfg-pc-builder-us-20
Deepcool CH780 ATX Full Tower Case,,$141.98,ATX Full Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deepcool+CH780+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake V250 TG ARGB ATX Mid Tower Case,4.1,$89.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B084RSCFD4?tag=bgfg-pc-builder-us-20
Xigmatek SS04 MicroATX Mid Tower Case,,,MicroATX Mid Tower,Black,None,None,2,2,https://www.amazon.com/s?k=Xigmatek+SS04+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GAMDIAS ARGUS E4 ELITE ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GAMDIAS+ARGUS+E4+ELITE+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman T7 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tinted Acrylic,N/A,2,https://www.amazon.com/s?k=Zalman+T7+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Pure Base 600 ATX Mid Tower Case,4.7,$127.90,ATX Mid Tower,Black / Orange,None,Tempered Glass,2,3,https://www.amazon.com/dp/B06WVN7T6K?tag=bgfg-pc-builder-us-20
Jonsbo D300 MicroATX Mid Tower Case,,$126.00,MicroATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Jonsbo+D300+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Jonsbo D300 MicroATX Mid Tower Case,,$136.00,MicroATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Jonsbo+D300+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Dark Base Pro 900 Rev. 2 ATX Full Tower Case,4.5,$279.89,ATX Full Tower,Black / Orange,None,Tempered Glass,2,7,https://www.amazon.com/dp/B07DWBX97G?tag=bgfg-pc-builder-us-20
YEYIAN Mirage X ATX Full Tower Case,,$169.00,ATX Full Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/dp/B0CZRQZT8Q?tag=bgfg-pc-builder-us-20
Silverstone Sugo 16 Mini ITX Tower Case,,$85.84,Mini ITX Tower,Black,None,None,N/A,1,https://www.amazon.com/dp/B09MW4W2Z9?tag=bgfg-pc-builder-us-20
Fractal Design Torrent Nano RGB Mini ITX Tower Case,5.0,$124.61,Mini ITX Tower,Black,None,Tinted Tempered Glass,N/A,1,https://www.amazon.com/dp/B08KTMTTDP?tag=bgfg-pc-builder-us-20
Thermaltake CTE C750 Air ARGB ATX Full Tower Case,,$179.99,ATX Full Tower,Black,None,Tempered Glass,N/A,7,https://www.amazon.com/dp/B0C57RVDZQ?tag=bgfg-pc-builder-us-20
Phanteks Eclipse P500A ATX Mid Tower Case,4.9,$149.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B088SZTN3Z?tag=bgfg-pc-builder-us-20
MagniumGear NEO QUBE 2 ATX Mid Tower Case,,$149.98,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07YFQ559Z?tag=bgfg-pc-builder-us-20
Thermaltake CTE T500 Air ATX Full Tower Case,,$119.99,ATX Full Tower,White,None,Tempered Glass,N/A,4,https://www.amazon.com/dp/B0CBLNKLMQ?tag=bgfg-pc-builder-us-20
Montech KING 95 PRO ATX Mid Tower Case,,$169.00,ATX Mid Tower,Blue / Black,None,Tempered Glass,N/A,5,https://www.amazon.com/s?k=Montech+KING+95+PRO+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SHARKOON Rebel C70G RGB ATX Mid Tower Case,,$131.83,ATX Mid Tower,Brown / Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B0CQS1KX2S?tag=bgfg-pc-builder-us-20
Lian Li LANCOOL II-X ATX Mid Tower Case,4.7,$157.97,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B081TRLCSG?tag=bgfg-pc-builder-us-20
GameMax Infinity ATX Mid Tower Case,,$63.94,ATX Mid Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=GameMax+Infinity+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone ML06B HTPC Case,4.0,$84.20,HTPC,Black,None,None,N/A,N/A,https://www.amazon.com/dp/B00HJOK6F4?tag=bgfg-pc-builder-us-20
Apevia Enzo ATX Mid Tower Case,,$64.98,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B08GVPJRDP?tag=bgfg-pc-builder-us-20
Azza Spectra ATX Mid Tower Case,,$59.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0B1PMLP55?tag=bgfg-pc-builder-us-20
Asus A21 MicroATX Mini Tower Case,,,MicroATX Mini Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Asus+A21+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair iCUE 465X RGB ATX Mid Tower Case,4.6,$119.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07W6RCKWF?tag=bgfg-pc-builder-us-20
GAMDIAS APOLLO E2 ELITE ATX Mid Tower Case,,$64.98,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08W58LS5L?tag=bgfg-pc-builder-us-20
Corsair iCUE 5000X RGB ATX Mid Tower Case,5.0,$144.99,ATX Mid Tower,White / Gray,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B08M4BN431?tag=bgfg-pc-builder-us-20
Thermaltake View 200 TG ARGB ATX Mid Tower Case,,$59.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0BHHCJQMB?tag=bgfg-pc-builder-us-20
Antec Dark Phantom DP301M MicroATX Mid Tower Case,4.5,,MicroATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Antec+Dark+Phantom+DP301M+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master MasterBox NR600 (w/o ODD) ATX Mid Tower Case,4.7,$89.00,ATX Mid Tower,Black,None,Tempered Glass,N/A,4,https://www.amazon.com/dp/B07PJ18S78?tag=bgfg-pc-builder-us-20
Thermaltake Ceres 300 TG ARGB ATX Mid Tower Case,5.0,$209.06,ATX Mid Tower,Green,None,Tempered Glass,N/A,1,https://www.amazon.com/dp/B0CBVNGPD5?tag=bgfg-pc-builder-us-20
Mars Gaming MCZ MicroATX Mid Tower Case,,,MicroATX Mid Tower,Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=Mars+Gaming+MCZ+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
KOLINK Inspire K12 ARGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=KOLINK+Inspire+K12+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC F2 MicroATX Mini Tower Case,4.4,$58.98,MicroATX Mini Tower,White,None,Acrylic,N/A,2,https://www.amazon.com/s?k=DIYPC+F2+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Pop XL Silent ATX Full Tower Case,,$115.98,ATX Full Tower,Black,None,Tempered Glass,2,3,https://www.amazon.com/dp/B08KTM7F6Y?tag=bgfg-pc-builder-us-20
Phanteks Eclipse P400A Digital ATX Mid Tower Case,4.6,$99.99,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07TTDW9KV?tag=bgfg-pc-builder-us-20
Silverstone CS382 ATX Mid Tower Case,4.0,$249.99,ATX Mid Tower,Black,None,None,1,1,https://www.amazon.com/dp/B0CKTYSZV9?tag=bgfg-pc-builder-us-20
Rosewill Helium NAS ATX Mid Tower Case,,$99.99,ATX Mid Tower,Black,None,Mesh,N/A,10,https://www.amazon.com/dp/B0DP3PQFKW?tag=bgfg-pc-builder-us-20
KOLINK Observatory MX Mesh ARGB ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=KOLINK+Observatory+MX+Mesh+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Torrent Compact ATX Mid Tower Case,,$134.98,ATX Mid Tower,Black,None,Tinted Tempered Glass,N/A,1,https://www.amazon.com/dp/B08KTN2D3C?tag=bgfg-pc-builder-us-20
Corsair Obsidian 500D RGB SE ATX Mid Tower Case,4.6,$229.99,ATX Mid Tower,Black,None,Tinted Tempered Glass,N/A,2,https://www.amazon.com/dp/B07C46L1D8?tag=bgfg-pc-builder-us-20
SHARKOON VS9 RGB ATX Mid Tower Case,,$190.87,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0CDQ2MDB8?tag=bgfg-pc-builder-us-20
Cooler Master QUBE 500 Flatpack Macaron Edition ATX Mid Tower Case,,$111.31,ATX Mid Tower,Multicolor,None,Tempered Glass,N/A,4,https://www.amazon.com/dp/B0CD7ZRRWT?tag=bgfg-pc-builder-us-20
Cooler Master MasterBox 600 ATX Mid Tower Case,,$99.99,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B0CYH1P92S?tag=bgfg-pc-builder-us-20
Cooler Master MasterBox Lite 5 ATX Mid Tower Case,3.8,,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Cooler+Master+MasterBox+Lite+5+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define 7 Dark ATX Mid Tower Case,,$206.98,ATX Mid Tower,Black,None,Tinted Tempered Glass,1,6,https://www.amazon.com/dp/B08146X79Y?tag=bgfg-pc-builder-us-20
ENDORFY Regnum 400 ARGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=ENDORFY+Regnum+400+ARGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT H210i Mini ITX Tower Case,4.5,$59.99,Mini ITX Tower,White,None,Tempered Glass,N/A,1,https://www.amazon.com/dp/B07TC773SV?tag=bgfg-pc-builder-us-20
Cooler Master HAF XB EVO ATX Desktop Case,4.6,$149.99,ATX Desktop,Black,None,None,2,4,https://www.amazon.com/dp/B00FFJ0H3Q?tag=bgfg-pc-builder-us-20
Corsair 275R Airflow ATX Mid Tower Case,4.6,$89.99,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Corsair+275R+Airflow+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair 5000D CORE AIRFLOW ATX Mid Tower Case,,$139.99,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Corsair+5000D+CORE+AIRFLOW+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
MSI MPG VELOX 100R ATX Mid Tower Case,,$151.32,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=MSI+MPG+VELOX+100R+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake View 71 TG RGB ATX Full Tower Case,4.8,$207.98,ATX Full Tower,Black,None,Acrylic,N/A,7,https://www.amazon.com/dp/B074ZN21M8?tag=bgfg-pc-builder-us-20
SSUPD Meshroom S w/PCIe 4.0 RIser ATX Mini Tower Case,,,ATX Mini Tower,Black,None,Mesh,N/A,N/A,https://www.amazon.com/s?k=SSUPD+Meshroom+S+w%2FPCIe+4.0+RIser+ATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Antec VSK3000E U3 MicroATX Mini Tower Case,,$108.00,MicroATX Mini Tower,Black,None,None,2,2,https://www.amazon.com/dp/B00IVZW2TS?tag=bgfg-pc-builder-us-20
Fractal Design Define C ATX Mid Tower Case,4.6,,ATX Mid Tower,Black,None,None,N/A,2,https://www.amazon.com/s?k=Fractal+Design+Define+C+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
