name,rating,price,modules,price/gb,color,first word latency,cas latency,link
G.Skill Ripjaws Z 16 GB (4 x 4 GB) DDR3-2133 CL9 Memory,5.0,,4 x 4GB,N/A,N/A,8.439 ns,8.439 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+Z+16+GB+%284+x+4+GB%29+DDR3-2133+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory,4.8,$109.99,2 x 4GB,$13.749,Black / Red,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+8+GB+%282+x+4+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 8 GB (2 x 4 GB) DDR3-1600 SODIMM CL11 Memory,,$27.84,2 x 4GB,$3.480,N/A,13.75 ns,13.75 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+8+GB+%282+x+4+GB%29+DDR3-1600+SODIMM+CL11+Memory&tag=bgfg-pc-builder-us-20
G.Skill AEGIS 4GB 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,,,1 x 4GB,N/A,N/A,13.75 ns,13.75 ns,https://www.amazon.com/s?k=G.Skill+AEGIS+4GB+4+GB+%281+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
GeIL DRAGON 4 GB (1 x 4 GB) DDR3-1600 CL11 Memory,4.0,,1 x 4GB,N/A,Black,13.75 ns,13.75 ns,https://www.amazon.com/s?k=GeIL+DRAGON+4+GB+%281+x+4+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
AMD R9 Gamer 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory,4.6,,2 x 4GB,N/A,Black / Silver,9.167 ns,9.167 ns,https://www.amazon.com/s?k=AMD+R9+Gamer+8+GB+%282+x+4+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper 3 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory,,,2 x 8GB,N/A,Black / Silver,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Patriot+Viper+3+16+GB+%282+x+8+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
VisionTek 900667 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory,5.0,$82.99,1 x 8GB,$9.935,Black / Silver,13.75 ns,13.75 ns,https://www.amazon.com/s?k=VisionTek+900667+8+GB+%281+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper 3 Low Profile Black 16 GB (2 x 8 GB) DDR3-1866 CL10 Memory,,,2 x 8GB,N/A,Black / Silver,10.718 ns,10.718 ns,https://www.amazon.com/s?k=Patriot+Viper+3+Low+Profile+Black+16+GB+%282+x+8+GB%29+DDR3-1866+CL10+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper 3 Low Profile Black 32 GB (4 x 8 GB) DDR3-2133 CL11 Memory,,,4 x 8GB,N/A,Black / Silver,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Patriot+Viper+3+Low+Profile+Black+32+GB+%284+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston KHX18C10/8 8 GB (1 x 8 GB) DDR3-1866 CL10 Memory,3.0,,1 x 8GB,N/A,Blue / Silver,10.718 ns,10.718 ns,https://www.amazon.com/s?k=Kingston+KHX18C10%2F8+8+GB+%281+x+8+GB%29+DDR3-1866+CL10+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance Pro 8 GB (2 x 4 GB) DDR3-2133 CL8 Memory,,$134.99,2 x 4GB,$16.874,Black / Red,7.501 ns,7.501 ns,https://www.amazon.com/s?k=Corsair+Vengeance+Pro+8+GB+%282+x+4+GB%29+DDR3-2133+CL8+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory,,,1 x 8GB,N/A,Blue / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+HyperX+Fury+8+GB+%281+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory,5.0,,2 x 4GB,N/A,Black / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Kingston+HyperX+Fury+8+GB+%282+x+4+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Fury 4 GB (1 x 4 GB) DDR3-1866 CL10 Memory,5.0,$42.94,1 x 4GB,$10.735,Blue / Silver,10.718 ns,10.718 ns,https://www.amazon.com/dp/B00J8E91BI?tag=bgfg-pc-builder-us-20
Corsair XMS3 8 GB (2 x 4 GB) DDR3-1333 CL9 Memory,5.0,$44.99,2 x 4GB,$5.624,Black / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+XMS3+8+GB+%282+x+4+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Tactical 16 GB (4 x 4 GB) DDR3-1600 CL8 Memory,,,4 x 4GB,N/A,Black / Yellow,10 ns,10 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Tactical+16+GB+%284+x+4+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Tactical 32 GB (4 x 8 GB) DDR3-1600 CL8 Memory,,,4 x 8GB,N/A,Black / Yellow,10 ns,10 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Tactical+32+GB+%284+x+8+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
AMD Radeon R5 Entertainment 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory,,,1 x 8GB,N/A,Black / Red,13.75 ns,13.75 ns,https://www.amazon.com/s?k=AMD+Radeon+R5+Entertainment+8+GB+%281+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 32 GB (4 x 8 GB) DDR3-2400 CL11 Memory,5.0,,4 x 8GB,N/A,Black / Silver,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+32+GB+%284+x+8+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
Crucial CT25664BA1339A 2 GB (1 x 2 GB) DDR3-1333 CL9 Memory,,,1 x 2GB,N/A,Black / Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Crucial+CT25664BA1339A+2+GB+%281+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum 16 GB (4 x 4 GB) DDR4-2800 CL15 Memory,4.8,$219.99,4 x 4GB,$13.749,Black / Silver,10.714 ns,10.714 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+16+GB+%284+x+4+GB%29+DDR4-2800+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory,5.0,$144.99,4 x 4GB,$9.062,Black / Yellow,11.253 ns,11.253 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+16+GB+%284+x+4+GB%29+DDR4-2666+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-2800 CL15 Memory,5.0,$224.99,4 x 4GB,$14.062,Black / Yellow,10.714 ns,10.714 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+16+GB+%284+x+4+GB%29+DDR4-2800+CL15+Memory&tag=bgfg-pc-builder-us-20
G.Skill Value 16 GB (4 x 4 GB) DDR4-2400 CL15 Memory,,,4 x 4GB,N/A,Black,12.5 ns,12.5 ns,https://www.amazon.com/s?k=G.Skill+Value+16+GB+%284+x+4+GB%29+DDR4-2400+CL15+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG Z1 8 GB (2 x 4 GB) DDR4-2133 CL13 Memory,,,2 x 4GB,N/A,Red / Black,12.189 ns,12.189 ns,https://www.amazon.com/s?k=ADATA+XPG+Z1+8+GB+%282+x+4+GB%29+DDR4-2133+CL13+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG Z1 8 GB (2 x 4 GB) DDR4-2133 CL15 Memory,,,2 x 4GB,N/A,Red / Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=ADATA+XPG+Z1+8+GB+%282+x+4+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG Z1 16 GB (4 x 4 GB) DDR4-2400 CL16 Memory,,,4 x 4GB,N/A,Red / Black,13.333 ns,13.333 ns,https://www.amazon.com/s?k=ADATA+XPG+Z1+16+GB+%284+x+4+GB%29+DDR4-2400+CL16+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix Sport 4 GB (1 x 4 GB) DDR4-2400 CL16 Memory,,,1 x 4GB,N/A,Gray / Silver,13.333 ns,13.333 ns,https://www.amazon.com/s?k=Crucial+Ballistix+Sport+4+GB+%281+x+4+GB%29+DDR4-2400+CL16+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 4 16 GB (4 x 4 GB) DDR4-3000 CL15 Memory,,,4 x 4GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+4+16+GB+%284+x+4+GB%29+DDR4-3000+CL15+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Savage 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory,5.0,,2 x 8GB,N/A,Black / Red,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Kingston+HyperX+Savage+16+GB+%282+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Beast 64 GB (8 x 8 GB) DDR3-2133 CL11 Memory,,,8 x 8GB,N/A,Black,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Kingston+HyperX+Beast+64+GB+%288+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Beast 16 GB (2 x 8 GB) DDR3-2133 CL11 Memory,,,2 x 8GB,N/A,Black,10.314 ns,10.314 ns,https://www.amazon.com/s?k=Kingston+HyperX+Beast+16+GB+%282+x+8+GB%29+DDR3-2133+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Predator 8 GB (2 x 4 GB) DDR3-2400 CL11 Memory,5.0,,2 x 4GB,N/A,Black / Blue,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Kingston+HyperX+Predator+8+GB+%282+x+4+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX Beast 32 GB (4 x 8 GB) DDR3-2400 CL11 Memory,,,4 x 8GB,N/A,Black,9.167 ns,9.167 ns,https://www.amazon.com/s?k=Kingston+HyperX+Beast+32+GB+%284+x+8+GB%29+DDR3-2400+CL11+Memory&tag=bgfg-pc-builder-us-20
GeIL GPR432GB2133C15QC 32 GB (4 x 8 GB) DDR4-2133 CL15 Memory,,,4 x 8GB,N/A,Black / Red,14.065 ns,14.065 ns,https://www.amazon.com/s?k=GeIL+GPR432GB2133C15QC+32+GB+%284+x+8+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 16 GB (2 x 8 GB) DDR3-1333 CL9 Memory,,,2 x 8GB,N/A,Black / Gold,13.503 ns,13.503 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+16+GB+%282+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 8 GB (1 x 8 GB) DDR3-1600 CL11 Memory,4.2,,1 x 8GB,N/A,Black / Gold,13.75 ns,13.75 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+8+GB+%281+x+8+GB%29+DDR3-1600+CL11+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Xtreem 16 GB (2 x 8 GB) DDR3-2400 CL10 Memory,,,2 x 8GB,N/A,White,8.333 ns,8.333 ns,https://www.amazon.com/s?k=TEAMGROUP+Xtreem+16+GB+%282+x+8+GB%29+DDR3-2400+CL10+Memory&tag=bgfg-pc-builder-us-20
ADATA XPG V1.0 16 GB (2 x 8 GB) DDR3-2133 CL10 Memory,,,2 x 8GB,N/A,Red / White,9.376 ns,9.376 ns,https://www.amazon.com/s?k=ADATA+XPG+V1.0+16+GB+%282+x+8+GB%29+DDR3-2133+CL10+Memory&tag=bgfg-pc-builder-us-20
Kingston HX428C14PB2K4/16 16 GB (4 x 4 GB) DDR4-2800 CL14 Memory,,,4 x 4GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=Kingston+HX428C14PB2K4%2F16+16+GB+%284+x+4+GB%29+DDR4-2800+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 4 16 GB (4 x 4 GB) DDR4-2133 CL15 Memory,,,4 x 4GB,N/A,Black / Red,14.065 ns,14.065 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+4+16+GB+%284+x+4+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 4 32 GB (4 x 8 GB) DDR4-2400 CL15 Memory,5.0,,4 x 8GB,N/A,Black / Red,12.5 ns,12.5 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+4+32+GB+%284+x+8+GB%29+DDR4-2400+CL15+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix 16 GB (2 x 8 GB) DDR3-1600 CL8 Memory,5.0,,2 x 8GB,N/A,Black / Yellow,10 ns,10 ns,https://www.amazon.com/s?k=Crucial+Ballistix+16+GB+%282+x+8+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Patriot Extreme Performance 16 GB (2 x 8 GB) DDR4-2400 CL15 Memory,,,2 x 8GB,N/A,Black / Gold,12.5 ns,12.5 ns,https://www.amazon.com/s?k=Patriot+Extreme+Performance+16+GB+%282+x+8+GB%29+DDR4-2400+CL15+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 8 GB (1 x 8 GB) DDR3-1333 CL9 Memory,5.0,,1 x 8GB,N/A,Black / Gold,13.503 ns,13.503 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+8+GB+%281+x+8+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory,5.0,$94.99,4 x 4GB,$14.812,Red,11.253 ns,11.253 ns,https://www.amazon.com/dp/B00OTJZO8Q?tag=bgfg-pc-builder-us-20
TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-2400 CL15 Memory,,,2 x 8GB,N/A,Black,12.5 ns,12.5 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+16+GB+%282+x+8+GB%29+DDR4-2400+CL15+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP Elite Plus 16 GB (4 x 4 GB) DDR4-2400 CL16 Memory,,,4 x 4GB,N/A,Black / Gold,13.333 ns,13.333 ns,https://www.amazon.com/s?k=TEAMGROUP+Elite+Plus+16+GB+%284+x+4+GB%29+DDR4-2400+CL16+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (4 x 4 GB) DDR4-2666 CL15 Memory,5.0,$94.99,4 x 4GB,$5.937,Blue,11.253 ns,11.253 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+16+GB+%284+x+4+GB%29+DDR4-2666+CL15+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-2666 CL15 Memory,,$164.99,4 x 8GB,$5.156,Red,11.253 ns,11.253 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+32+GB+%284+x+8+GB%29+DDR4-2666+CL15+Memory&tag=bgfg-pc-builder-us-20
Crucial CT2KIT51272AF80E 8 GB (2 x 4 GB) DDR2-800 CL5 Memory,,$78.98,2 x 4GB,$9.873,Silver,12.5 ns,12.5 ns,https://www.amazon.com/dp/B001O2JE96?tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 32 GB (4 x 8 GB) DDR4-2800 CL15 Memory,5.0,$419.99,4 x 8GB,$13.125,Black,10.714 ns,10.714 ns,https://www.amazon.com/s?k=Corsair+Vengeance+LPX+32+GB+%284+x+8+GB%29+DDR4-2800+CL15+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z RGB 64 GB (2 x 32 GB) DDR4-2666 CL19 Memory,,$279.91,2 x 32GB,$4.374,N/A,14.254 ns,14.254 ns,https://www.amazon.com/dp/B094Y3J2Q4?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-2666 CL18 Memory,,,2 x 8GB,N/A,Black / White,13.503 ns,13.503 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Neo+16+GB+%282+x+8+GB%29+DDR4-2666+CL18+Memory&tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Zenith RGB Gaming 8 GB (1 x 8 GB) DDR4-3200 CL16 Memory,,,1 x 8GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=Silicon+Power+XPOWER+Zenith+RGB+Gaming+8+GB+%281+x+8+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
GOODRAM IRP-W4000D4V64L18S/16GDC 16 GB (2 x 8 GB) DDR4-4000 CL18 Memory,,,2 x 8GB,N/A,White,9 ns,9 ns,https://www.amazon.com/s?k=GOODRAM+IRP-W4000D4V64L18S%2F16GDC+16+GB+%282+x+8+GB%29+DDR4-4000+CL18+Memory&tag=bgfg-pc-builder-us-20
Mushkin Redline 32 GB (2 x 16 GB) DDR5-5600 SODIMM CL46 Memory,,$92.99,2 x 16GB,$3.382,Black,16.429 ns,16.429 ns,https://www.amazon.com/dp/B0CK799V7V?tag=bgfg-pc-builder-us-20
V-Color TRA532G68D834Q 128 GB (4 x 32 GB) Registered DDR5-6800 CL34 Memory,,$1299.99,4 x 32GB,$10.156,White,10 ns,10 ns,https://www.amazon.com/dp/B0CQJJQQ9K?tag=bgfg-pc-builder-us-20
Kingston FURY Renegade Pro 16 GB (1 x 16 GB) Registered DDR5-6800 CL34 Memory,,$138.40,1 x 16GB,$8.650,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CN3D7843?tag=bgfg-pc-builder-us-20
V-Color TRA524G64S832O 192 GB (8 x 24 GB) Registered DDR5-6400 CL32 Memory,,$1679.99,8 x 24GB,$8.750,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CY5DKYDN?tag=bgfg-pc-builder-us-20
Corsair XMS2 4 GB (2 x 2 GB) DDR2-1066 CL5 Memory,4.0,,2 x 2GB,N/A,Black / Purple,9.381 ns,9.381 ns,https://www.amazon.com/s?k=Corsair+XMS2+4+GB+%282+x+2+GB%29+DDR2-1066+CL5+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 2 GB (2 x 1 GB) DDR3-1333 CL9 Memory,,$69.99,2 x 1GB,$34.995,Black / White,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+XMS3+2+GB+%282+x+1+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix 2 GB (1 x 2 GB) DDR2-800 CL4 Memory,,,1 x 2GB,N/A,Yellow,10 ns,10 ns,https://www.amazon.com/s?k=Crucial+Ballistix+2+GB+%281+x+2+GB%29+DDR2-800+CL4+Memory&tag=bgfg-pc-builder-us-20
Crucial CT25664AA800 2 GB (1 x 2 GB) DDR2-800 CL6 Memory,4.5,,1 x 2GB,N/A,Green,15 ns,15 ns,https://www.amazon.com/s?k=Crucial+CT25664AA800+2+GB+%281+x+2+GB%29+DDR2-800+CL6+Memory&tag=bgfg-pc-builder-us-20
Crucial CT3KIT25664BA1339 6 GB (3 x 2 GB) DDR3-1333 CL9 Memory,,,3 x 2GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Crucial+CT3KIT25664BA1339+6+GB+%283+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston ValueRAM 2 GB (1 x 2 GB) DDR2-533 CL4 Memory,,$32.39,1 x 2GB,$16.195,Green,15.009 ns,15.009 ns,https://www.amazon.com/dp/B0009NBMIC?tag=bgfg-pc-builder-us-20
Patriot Signature 1 GB (1 x 1 GB) DDR2-667 CL5 Memory,,,1 x 1GB,N/A,Green,14.993 ns,14.993 ns,https://www.amazon.com/s?k=Patriot+Signature+1+GB+%281+x+1+GB%29+DDR2-667+CL5+Memory&tag=bgfg-pc-builder-us-20
Patriot PSD32G13332 2 GB (1 x 2 GB) DDR3-1333 CL9 Memory,,,1 x 2GB,N/A,Green,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Patriot+PSD32G13332+2+GB+%281+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper 4 GB (2 x 2 GB) DDR2-800 CL4 Memory,,,2 x 2GB,N/A,Black / Silver,10 ns,10 ns,https://www.amazon.com/s?k=Patriot+Viper+4+GB+%282+x+2+GB%29+DDR2-800+CL4+Memory&tag=bgfg-pc-builder-us-20
OCZ Platinum 4 GB (2 x 2 GB) DDR2-1066 CL5 Memory,5.0,,2 x 2GB,N/A,Black / Silver,9.381 ns,9.381 ns,https://www.amazon.com/s?k=OCZ+Platinum+4+GB+%282+x+2+GB%29+DDR2-1066+CL5+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX 8 GB (4 x 2 GB) DDR3-1600 CL8 Memory,5.0,,4 x 2GB,N/A,Blue / White,10 ns,10 ns,https://www.amazon.com/s?k=Kingston+HyperX+8+GB+%284+x+2+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 6 GB (3 x 2 GB) DDR3-1600 CL7 Memory,,$114.99,3 x 2GB,$19.165,Black / Blue,8.75 ns,8.75 ns,https://www.amazon.com/s?k=Corsair+XMS3+6+GB+%283+x+2+GB%29+DDR3-1600+CL7+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 8 GB (4 x 2 GB) DDR3-1333 CL9 Memory,5.0,$79.99,4 x 2GB,$9.999,Black / Blue,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+XMS3+8+GB+%284+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 2 GB (2 x 1 GB) DDR3-1333 CL9 Memory,,,2 x 1GB,N/A,Black / Blue,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+XMS3+2+GB+%282+x+1+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 8 GB (2 x 4 GB) DDR3-2000 CL9 Memory,4.5,$124.99,2 x 4GB,$15.624,Black / Blue,9 ns,9 ns,https://www.amazon.com/s?k=Corsair+XMS3+8+GB+%282+x+4+GB%29+DDR3-2000+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 8 GB (2 x 4 GB) DDR3-1600 CL9 Memory,4.4,$49.99,2 x 4GB,$6.249,Black / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Corsair+XMS3+8+GB+%282+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS2 1 GB (1 x 1 GB) DDR2-800 CL5 Memory,,$24.99,1 x 1GB,$24.990,Black / Purple,12.5 ns,12.5 ns,https://www.amazon.com/s?k=Corsair+XMS2+1+GB+%281+x+1+GB%29+DDR2-800+CL5+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator GT 8 GB (4 x 2 GB) DDR3-1866 CL9 Memory,,$254.99,4 x 2GB,$31.874,Black / Red,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Corsair+Dominator+GT+8+GB+%284+x+2+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair CMV4GX3M2A1333C9 4 GB (2 x 2 GB) DDR3-1333 CL9 Memory,4.3,$34.99,2 x 2GB,$8.748,Black / Silver,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+CMV4GX3M2A1333C9+4+GB+%282+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator 3 GB (3 x 1 GB) DDR3-1600 CL8 Memory,5.0,$79.99,3 x 1GB,$26.663,Black / Blue,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+Dominator+3+GB+%283+x+1+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
G.Skill PI 8 GB (4 x 2 GB) DDR3-1600 CL6 Memory,,,4 x 2GB,N/A,Black / Blue,7.5 ns,7.5 ns,https://www.amazon.com/s?k=G.Skill+PI+8+GB+%284+x+2+GB%29+DDR3-1600+CL6+Memory&tag=bgfg-pc-builder-us-20
G.Skill ECO 8 GB (4 x 2 GB) DDR3-1600 CL7 Memory,,,4 x 2GB,N/A,Black / Silver,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+ECO+8+GB+%284+x+2+GB%29+DDR3-1600+CL7+Memory&tag=bgfg-pc-builder-us-20
G.Skill PI 6 GB (3 x 2 GB) DDR3-1600 CL7 Memory,,,3 x 2GB,N/A,Black / Blue,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+PI+6+GB+%283+x+2+GB%29+DDR3-1600+CL7+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident+ Turbulence II 24 GB (6 x 4 GB) DDR3-1600 CL7 Memory,,,6 x 4GB,N/A,Black / Red,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+Trident%2B+Turbulence+II+24+GB+%286+x+4+GB%29+DDR3-1600+CL7+Memory&tag=bgfg-pc-builder-us-20
G.Skill ECO 8 GB (2 x 4 GB) DDR3-1600 CL8 Memory,,,2 x 4GB,N/A,Silver,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+ECO+8+GB+%282+x+4+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws 8 GB (4 x 2 GB) DDR3-1600 CL9 Memory,4.5,,4 x 2GB,N/A,Black / Red,11.25 ns,11.25 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+8+GB+%284+x+2+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX 1 GB (1 x 1 GB) DDR3-1600 CL9 Memory,,,1 x 1GB,N/A,Blue / Silver,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Kingston+HyperX+1+GB+%281+x+1+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Patriot Viper II Sector 7 Edition 24 GB (6 x 4 GB) DDR3-1600 CL9 Memory,,,6 x 4GB,N/A,Black / Blue,11.25 ns,11.25 ns,https://www.amazon.com/s?k=Patriot+Viper+II+Sector+7+Edition+24+GB+%286+x+4+GB%29+DDR3-1600+CL9+Memory&tag=bgfg-pc-builder-us-20
Mushkin Blackline 6 GB (3 x 2 GB) DDR3-1600 CL8 Memory,,,3 x 2GB,N/A,Black / Silver,10 ns,10 ns,https://www.amazon.com/s?k=Mushkin+Blackline+6+GB+%283+x+2+GB%29+DDR3-1600+CL8+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS3 2 GB (1 x 2 GB) DDR3-1333 CL9 Memory,,$14.99,1 x 2GB,$7.495,Black / White,13.503 ns,13.503 ns,https://www.amazon.com/s?k=Corsair+XMS3+2+GB+%281+x+2+GB%29+DDR3-1333+CL9+Memory&tag=bgfg-pc-builder-us-20
